2012,284,000,1,21.35814,12.7898,21.50797,12.21027,21.59298,12.44048,21.54332,12.20227,21.80047,12.45058,21.79458,12.43753,11.64
2012,284,000,2,21.36235,12.78223,21.5046,12.21574,21.60898,12.45311,21.54037,12.19469,21.79626,12.4388,21.79206,12.43417,11.65
2012,284,000,3,21.36866,12.77928,21.49492,12.21994,21.60982,12.44764,21.52691,12.20059,21.78743,12.43711,21.79921,12.43796,11.65
2012,284,000,4,21.35856,12.77255,21.48903,12.21321,21.60645,12.43838,21.51428,12.20942,21.79921,12.43796,21.803,12.43501,11.65
2012,284,000,5,21.37037,12.76203,21.50799,12.2069,21.59932,12.42786,21.54166,12.20354,21.78576,12.44006,21.79839,12.44764,11.64
2012,284,000,6,21.37584,12.77045,21.50589,12.20901,21.60732,12.42828,21.52777,12.2069,21.77945,12.4468,21.78619,12.44343,11.65
2012,284,000,7,21.35984,12.77381,21.5042,12.20774,21.59806,12.41229,21.52525,12.22121,21.8026,12.44006,21.78997,12.42912,11.65
2012,284,000,8,21.36153,12.78097,21.49705,12.21279,21.58375,12.4106,21.53324,12.19891,21.79671,12.43628,21.78955,12.43754,11.64
2012,284,000,9,21.37039,12.77929,21.49665,12.20943,21.59934,12.41608,21.51685,12.20144,21.79336,12.43796,21.78158,12.43796,11.65
2012,284,000,10,21.36828,12.78981,21.48865,12.2128,21.59555,12.4165,21.52358,12.19302,21.78957,12.44428,21.78368,12.43923,11.65
2012,284,000,11,21.37375,12.78097,21.50296,12.21364,21.59682,12.43039,21.53916,12.20985,21.782,12.45606,21.78158,12.45312,11.65
2012,284,000,12,21.36576,12.78434,21.50128,12.21154,21.59808,12.42702,21.52779,12.20859,21.78452,12.46448,21.78705,12.47121,11.65
2012,284,000,13,21.36034,12.78225,21.49123,12.20439,21.60192,12.43503,21.53079,12.21323,21.80394,12.47122,21.78036,12.47164,11.64
2012,284,000,14,21.37296,12.77804,21.49501,12.19513,21.59392,12.44387,21.51985,12.2086,21.77742,12.48006,21.7791,12.47585,11.65
2012,284,000,15,21.36917,12.77593,21.48954,12.19513,21.59981,12.46196,21.52111,12.20944,21.78794,12.47922,21.7892,12.48132,11.64
2012,284,000,16,21.36244,12.78014,21.49501,12.18082,21.60276,12.46239,21.54468,12.21576,21.78205,12.48511,21.78373,12.47922,11.65
